
Tue Feb 27 11:31:51 2024;11;16561;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:52 2024;12;16960;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:52 2024;13;17977;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:53 2024;14;18606;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:53 2024;15;18798;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;22.925203323364258;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:53 2024;16;19001;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:53 2024;17;19230;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:53 2024;18;19415;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:54 2024;19;19640;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:54 2024;20;19828;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;
